agency,date,title,status,purpose,period_covered,link
CHED,"November 13, 2022",The number of college students studying BS Business Administration or BS Entrepreneurship in Manila,PENDING,Research in University,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNjI2ODY3NTEyODIyDA
PDEA,"November 13, 2022",Requesting for drugs watch list,PENDING,Personal matter.,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBERUEtMjk3Njc5OTQ2ODQ1DA
BU,"November 13, 2022",History of Electrical Engineering at Bicol University,PENDING,Research,01/13/1980 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JVLTQyNjUyNTYyNDQwNww
BUCOR,"November 13, 2022",CIW Data,PENDING,Undergraduate Thesis,11/13/2010 - 10/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJVQ09SLTQyNDM4NTU3NTUyMQw
NTC,"November 13, 2022",request to invistigate maliscious and harmful text message,PENDING,to stop recieving text message from this numbers,11/10/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yMjcwODA0MzUyMjEM
DPWH,"November 13, 2022",SAMPLE TOTAL PROJECT COST COMPUTATION FOR ROCKNETTING - SLOPE PROTECTION,PENDING,Research,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMjcxNzMzMTQ0NDIxDA
NHA,"November 13, 2022",Relocation area for the Informal Settlers in Brgy Central in Quezon City,PENDING,Undergraduate Thesis,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS00Nzk0MjU0Nzc3ODUM
MMDA,"November 13, 2022",Travel time of buses in EDSA and Public Utility Bus volume count,PENDING,Undergraduate Thesis,01/01/2016 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMDM4MjY0NDMxNjE4DA
CWC,"November 13, 2022",PHILIPPINE PLAN OF ACTION FOR CHILDREN,PENDING,Thesis,01/01/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENXQy01OTk2MDc0NzY1MjYM
LTFRB,"November 13, 2022",List of provincial bus franchise touching metro manila,PENDING,research and development,10/26/1989 - 10/26/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkxURlJCLTg1MTk4MjAxNDEzOQw
DOH,"November 13, 2022",Existing Floor Plan & Site Plan of Jose b. Lingad Memorial Hospital,PENDING,For Thesis,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MzM4MDg4NjcyMDkM
DOH,"November 13, 2022",Existing Floor Plans & Site Plans of dr. paulino j. garcia memorial research and medical center,PENDING,For Thesis,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NzY2MjI0MjM1MzcM
LMB,"November 13, 2022","CLUP of San Fernando City, Pampanga",PENDING,For Thesis,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNzQ5MTQ3Mjc3NzcwDA
LMB,"November 13, 2022",CLUP of Cabanatuan City,PENDING,For Thesis,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNTIyOTk1NzA5OTQ1DA
LMB,"November 13, 2022",CLUP of Tuguegarao City,PENDING,For Thesis,11/13/2022 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMzA2NTg1MjM2NTY3DA
DSWD,"November 13, 2022",SITE SELECTION CRITERIA FOR ESTABLISHING AN INSTITUTIONAL FACILITY FOR CHILDREN,PENDING,Architectural Thesis,01/01/2018 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMDQ0ODY5NzYwODc2DA
DSWD,"November 13, 2022",Philippine Plan of Action for Senior Citizens,PENDING,Thesis,01/01/2018 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNzk5NDAzNzI5NDcxDA
DSWD,"November 13, 2022",SITE SELECTION CRITERIA FOR ESTABLISHING AN INSTITUTIONAL FACILITY FOR THE ELDERLY,PENDING,Architectural Thesis,01/01/2017 - 10/27/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtODYyOTY0Mzk4NDE4DA
DOT,"November 13, 2022",Recreational Camp Facility,PENDING,Thesis Proposal,01/01/2020 - 11/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC02NjI5NzAxNTIzNDUM
NAMRIA,"November 13, 2022","IFSAR on the nearest station in Ferretville Subd. Brgy. San Roque, Antipolo City",PENDING,Undergraduate Civil Engineering Thesis,01/01/2013 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtMTY3NDcwOTk0MTM3DA
DPWH,"November 13, 2022","Geotechnical Report at FEU – NRMF Medical Center alongside Regalado Avenue Brgy. Fairview, Quezon Ci",PENDING,For Capstone Project.,09/05/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtOTcyMDEzMjQ5NjA1DA
BUCOR,"November 12, 2022",Correctional Institution for Women in Mandaluyong City,PENDING,Architectural Thesis,06/12/2021 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJVQ09SLTEzNDM4ODg0NTk5Mgw
DOT,"November 12, 2022",Data for agritourism facilities in Bicol,PENDING,Undergraduate architecture thesis,01/01/2020 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC04NDU2MzQzNzI4NTQM
DILG,"November 12, 2022",CLUP Of Tuguegarao City,PENDING,For Thesis,11/12/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctMzE0OTY2NjMzMjQzDA
CEZA,"November 12, 2022",CLUP of Tuguegarao City,PENDING,For Thesis,11/12/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNFWkEtNzMzODgwMzk5MjY4DA
UsaP,"November 12, 2022",List of MSMEs in Pasig City,PENDING,Market Research Thesis,01/01/2021 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtMTc5MDQ2MzIxOTY2DA
PNP,"November 12, 2022",Lost/Stole Phone,PENDING,Trace Stolen Phone,10/29/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0zNTU0NDQxMDE4MTcM
CHED,"November 12, 2022",Statistics of Enrolled and Graduates in Agriculture related courses in Central Luzon,PENDING,Thesis/Research purposes,01/01/2017 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNjc4Njg1MTUxNzk4DA
NTC,"November 12, 2022",Blocking of my Stolen Device,PENDING,Need to block the device to prevent usage of other person who stole it or sold it.,11/09/2022 - 11/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0wMzczNzEzMzA2MzQM
LMB,"November 12, 2022",Geogological Map of Quezon City,PENDING,Undergraduate Thesis,01/01/2015 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMDg4MjY1OTI0MTk4DA
DPWH,"November 12, 2022",Geological Map of Quezon City,PENDING,Undergraduate Thesis,01/01/2015 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMjI2NzYxOTM0NzU3DA
NatMu,"November 12, 2022",Data from National Museum - National Planetarium,PENDING,Architectural Thesis,09/16/2022 - 09/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEk5hdE11LTA1NTE0MDQyNTUxMww
DPWH,"November 12, 2022",Bridge Repair Records of Selected Concrete Bridges,PENDING,Undergraduate Thesis,01/01/1940 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMDQyNzg2NTY1NDI5DA
DPWH,"November 12, 2022",Bridge Inspection Report of Selected Concrete Bridges,PENDING,Undergraduate Thesis,01/01/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNzUxNTYwMzE4Mzc0DA
DPWH,"November 12, 2022",Bridge Inventory Data of Selected Concrete Bridges,PENDING,Undergraduate Thesis,01/01/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMzc0NDQ4OTc4ODA1DA
DPWH,"November 12, 2022",List of On-Going Bridge Construction Projects in Batangas Province as of 2022,PENDING,Undergraduate Thesis,01/01/2021 - 11/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNjA4MjQ1OTg2NzE4DA
NBI,"November 12, 2022",Scammed by someone who has multiple indentities,PENDING,For investigation and for filing a case,10/11/2022 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01NjcxNTY1NzkxOTkM
MMDA,"November 12, 2022",Average Travel Time Along EDSA,PENDING,Undergraduate Thesis,01/01/2016 - 11/12/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMzEwMDQ4MTEyOTUyDA
