agency,date,title,status,purpose,period_covered,link
PSA,"April 10, 2023",The number of Baby Boomers in the Philippines and in Malolos City,PENDING,Practical Research,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wMTk4MTMyMTg0NjUM
DOH,"April 10, 2023",ONLINE HEALTH FACILITY STATISTICAL REPORT,PENDING,research /thesis for masteral,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yOTY0NTI1OTUxNzYM
DENR EMB,"April 10, 2023",LIST OF COMMERCIAL/ INDUSTRIAL ESTABLISHMENT WHO HAVE THEIR OWN SEWAGE TREATMENT PLANT IN BATANGAS,PENDING,Research and Development,01/01/2020 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJFTUItNDIyNjUyMDc4NjEwDA
LRA,"April 10, 2023",Pinpoint Property Location,PENDING,Research,06/19/1975 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0yODUzOTM5MzAyMDUM
NBI,"April 10, 2023",Gcash Unauthorized Transaction/ Swindling,PENDING,For dispute purposes and negligence of this company Gcash,04/10/2023 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0zNTYzNDI2ODI0NzEM
NHA,"April 10, 2023",Site Development Plans,PENDING,Nationwide Grab Mapping Project,04/10/2023 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS0wOTU3MTc5NzM2ODQM
PSA,"April 10, 2023",Number of Population in the University Belt area of Manila,PENDING,Academic Feasibility Study,01/01/2022 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04MTY2NTU0ODQ5ODkM
PNP,"April 10, 2023",Statistical Data on Crime Incidents Involving Motorcycle-Riding Suspects in Quezon City,PENDING,Research/ Thesis for Graduate School,04/10/2023 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC05MjkwNjk1MDU1MDMM
DILG,"April 10, 2023",Requirements,PENDING,Architectural Thesis,04/10/2023 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctMzQ4NDI5MzI1MzkwDA
BJMP,"April 10, 2023",Requirements.,PENDING,Architectural Thesis,04/10/2023 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMzk3OTI5NzAwOTI4DA
BJMP,"April 10, 2023",Bohol District Jail,PENDING,Architectural Thesis,04/10/2010 - 04/10/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMjg1NjI1MTA1ODA3DA
DA,"April 10, 2023",SRA meetings,PENDING,Journalistic reports,06/01/2022 - 04/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTk2NjU2MDgzMDcxNAw
DOH,"April 10, 2023",Wrong Birthday on my VACCINE CARD,PENDING,For My Vaxcertificate,04/08/2023 - 04/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNTAyNDk3MzExMTQM
NBI,"April 10, 2023",Facebook ads for part-time jobs,PENDING,Mabalik ang pera at matulungan ang ibang nabiktima,04/08/2023 - 04/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01Mzc2MDczNjA4ODkM
