agency,date,title,status,purpose,period_covered,link
URS,"April 16, 2023",Research study on eco-tourism,PENDING,Research study,01/01/2015 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFVSUy01Mzk2OTYzNzI1NzEM
NTC,"April 16, 2023",LOST PHONE,PENDING,Personal and owned,01/16/2023 - 04/11/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03MDAwODI4Mjk4OTYM
PaPA,"April 16, 2023",Data on restorative Justice,PENDING,thesis,01/01/2004 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBhUEEtMzY0MjUyMzc2NzA5DA
BI,"April 16, 2023",travel document,PENDING,to apply,02/08/2023 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTI0ODM2MjY0NDA0Ngw
BI,"April 16, 2023",travel document,PENDING,copy of exit visa from Saudi arabia,04/16/2023 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTE1NzEyMzkwMTM5Mgw
BIR,"April 16, 2023",Income Tax Return (2015-2018),PENDING,Supporting documents of employment,08/01/2015 - 06/30/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0zNDg4MzU0Mzk5MDMM
POEA,"April 16, 2023",The number of Filipino English Teachers in Hanoi Vietnam,PENDING,Research,01/01/2023 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBPRUEtOTc0Mzg3ODgzNTQzDA
BIR,"April 16, 2023",Bir 2316,PENDING,Fir housing loan purposes one of requirements in housing loan,01/31/2021 - 12/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0wNzg4ODg2MDQ1NzIM
NTC,"April 16, 2023",Lost PhilSys (TRN),PENDING,Claim my National ID,08/05/2021 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03MTYxMTQ5MDM3MTEM
DDB,"April 16, 2023","City Ordinances of Dasmarinas City, Cavite",PENDING,this request aims to help our barangay members to determine if they`re receiving proper compensation,01/01/2018 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEREQi0zNjQ1NTkwNjQxMTYM
DBM,"April 16, 2023",Are Barangay Health Worker part of the Plantilla in the Barangay?,PENDING,This request aims to help the Barangay Health Workers in the community.,01/01/2018 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS0xNzU0NjI0OTk1OTIM
BIR,"April 16, 2023",ITR Documents,PENDING,Employment Record - Supporting Document,08/22/2014 - 12/31/2016,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0wMDkyOTIyNDM0MTUM
DPWH,"April 16, 2023",Comprehensive Land Use Plan (CLUP) of Bolinao Pangasinan,PENDING,Architectural Research for Thesis,01/01/2019 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMTY0NzM5MDQ5MjQ5DA
IC,"April 16, 2023",Online ACE exam results in 7/28/2021 examination,PENDING,Personal Copy. I am applying as a financial advisor and they need the exam results. Different compan,07/28/2021 - 07/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTUyNzMwODIyNTYxNQw
PAGCOR,"April 16, 2023",List of Junket Operators in the Philippines,PENDING,Research,01/01/2012 - 04/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0NPUi03NjI4Mjc0NjU3MTcM
DOH,"April 16, 2023",Vaccination Certificate Record and Correction,PENDING,For update and correction,03/01/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MjIyOTcwOTI4OTcM
PAGASA,"April 16, 2023",Geographic Profile of Caloocan City (North and South),PENDING,"Research completion for subjects: Capstone and Inquiries, Investigation, and Immersion",01/01/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0yMTc2NDY5ODczNDEM
LMB,"April 16, 2023","CDP, CLUP, Zoning and Maps of Hinigaran",PENDING,Architectural Research for Thesis,01/01/2019 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMDAxMzY1MzI4MTQ5DA
PAGASA,"April 16, 2023",Rainfall Intensity Duration Frequency Curve of Cebu City,PENDING,Research and Development,04/17/2012 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS00NjAwNjIwOTg1MDUM
SSS,"April 16, 2023",DAEM Approval Status,PENDING,Personal,03/30/2023 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy00MzQ0MTE4MzczNzYM
PAO,"April 16, 2023",Legal Action/ Complaints,PENDING,Report,08/01/2022 - 04/16/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBBTy0yNDQxMzE2NzQwMTMM
PRC,"April 16, 2023",Average Transaction Number Per month,PENDING,Feasibility studies for business proposal,01/01/2023 - 03/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy0zMDkxNzY0ODkzMzMM
DepEd,"April 16, 2023",ALS Copy,PENDING,For College Application,03/03/2012 - 03/03/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTE5NjMxMjk5MzMzOQw
CHED,"April 16, 2023",Total Number of Enrollees in Colleges in NCR every year from 2018-2022,PENDING,To gather the data needed in our feasibility project,01/01/2018 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNDYzMDk4MDc3ODgwDA
PAGASA,"April 15, 2023",Climatic Profile of Caloocan City (North and South),PENDING,"Research completion for subjects: Capstone and Inquiries, Investigation, and Immersion",01/01/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS04NzI1NDM4Nzg5OTUM
DOT,"April 15, 2023","Occupancy Rate and Existing Accommodations in San Fernando City, La union",PENDING,Academic Research,04/15/2017 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC03MzMzODgzNDEwNTAM
DOT,"April 15, 2023","Occupancy Rate and Existing Accommodations in San Fernando City, La union",PENDING,Academic Research,04/15/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC01NDQ4MzE0MjE3MzQM
NTC,"April 15, 2023",Missing Phone,PENDING,Personal and educational use,04/15/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00NTUyNjc3MTAzNDYM
PSA,"April 15, 2023",Number of Basketball Courts,PENDING,I will be using this in an academic marketing research as part of my graduate studies.,03/01/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNjU5MzI4ODczMDUM
PNP,"April 15, 2023",The statistics and rates of burglary crime in the Philippines,PENDING,Research,01/01/2018 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC04OTA4ODczNTA1NDMM
LMB,"April 15, 2023","Request of lot title in San Antonio Village, 6000 Cebu",PENDING,lot plan from 3 Families in Cebu city,03/01/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItODAyNjE0NzE3MzE5DA
NTC,"April 15, 2023",Stolen phone,PENDING,To get it again and they cant use it.,04/14/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy03MDA1MjAxMTg4ODgM
NEDA,"April 15, 2023",Socio-economic Profile of Caloocan City (North and South),PENDING,"Research completion for subjects: Capstone and Inquiries, Investigation, and Immersion",01/01/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5FREEtNTQ2OTIxMTQ2NTM0DA
PSA,"April 15, 2023",Socio-economic Profile of Caloocan City (North and South),PENDING,"Research completion for subjects: Capstone and Inquiries, Investigation, and Immersion",01/01/2016 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02MzYyMzE3NDU2MTUM
BI,"April 15, 2023",Offload Record Compliance,PENDING,To clear my offload history for my next travel in Singapore on Oct 2023 for Penang Cruise,07/11/2018 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTAyMjcwNTQyMDgwNQw
LRA,"April 15, 2023",Verification of What Title No./OCT no. of Arcadio Bustillo,PENDING,filing for the lost Title to Court and Reference,04/15/2023 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0yMzU5OTUxNzM2MTgM
PCG,"April 15, 2023",Oil Spills in the Philippines,PENDING,Research and Development (Robotics),01/01/2000 - 04/15/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBDRy0xNjMxMzMyODIwNjkM
NCIP,"April 15, 2023",Ang mga tradisyunal na pagkain o mga lutuin (o ang kultura) ng mga Teduray,PENDING,Research and development,12/01/2022 - 01/25/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5DSVAtODI0ODcwOTMzOTMyDA
URS,"April 15, 2023",Mushroom production in the province of Rizal,PENDING,Research study,01/01/2015 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFVSUy03OTE2MDM0NjM3MzUM
