agency,date,title,status,purpose,period_covered,link
DOH,"November 22, 2022","Reported Dengue Cases, Death and Rate of Change",PENDING,"Research on Dengue Prevention in the Philippines, particularly community prevention strategies",01/01/2018 - 09/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wODg5NDA4Mzg4MDQM
PNP,"November 22, 2022",OLA APP,PENDING,Investigation,10/31/2022 - 11/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0xNDUzMzQwODkwNzgM
CHED,"November 22, 2022",CHED memorandum regarding suspension of synchronous and asynchronous classes on a reguar holiday,PENDING,To know the contents of the memorandum,11/22/2022 - 11/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtNTE3NzQxMTg1MzY3DA
DPWH,"November 22, 2022",CONSTRUCTION OF MULTI-PURPOSE BUILDING (BRGY. HALL),PENDING,Research and Development,11/22/2016 - 11/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMjY4Njg1MTQ5MzkzDA
NEDA,"November 22, 2022",Regional Infrastructure Projects 2010-2022,PENDING,Research,01/01/2010 - 11/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU5FREEtMTM3NzMyMjIxMzY3DA
DOH,"November 22, 2022",Vaxcert,SUCCESSFUL,Travel purpose,09/11/2022 - 11/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zODU5ODIwMjkzOTAM
JJWC,"November 22, 2022",Annual Data on CAR and CICL in the Philippines,PENDING,Undergraduate Thesis (Architectural),01/01/2015 - 07/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNjM4NDk4ODA4MDY0DA
PNP,"November 22, 2022",CAR and CICL Regional Statistics,PENDING,Undergraduate Thesis,01/01/2015 - 07/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0wODEwNzY0NTg5NTkM
BI,"November 22, 2022",Travel history document,PENDING,For legal purpose,01/01/2017 - 12/31/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0JJLTI4Mzg2NTQ0MjI4NAw
DFA,"November 22, 2022",Nbi apostille,DENIED,Nbi apostille appointment,10/22/2022 - 11/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERGQS03NTUwMzE3MzQ4OTkM
BUCOR,"November 22, 2022","CIW Emergency Planning, Requirements, and Procedures",PENDING,BS Architecture Undergraduate Thesis,01/01/2017 - 11/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJVQ09SLTgzMjM4NzQ0NDQzMAw
PCAARRD,"November 22, 2022",Bamboo Research and Development Facility,PENDING,Architectural Thesis,11/22/2022 - 11/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFFBDQUFSUkQtMDcxNjk5NTY3MTI2DA
CHED,"November 22, 2022","School Transcript (College of the Holy Spirit Mendiola, Manila)",PENDING,Work requirements,06/01/2005 - 06/01/2010,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMDUwNzcwMjQ3MDY0DA
DTI,"November 22, 2022",Data on Bamboo-Related MSMEs and Programs,PENDING,Architectural Thesis,11/22/2022 - 11/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0wMzY3MzM4MTEwOTgM
