agency,date,title,status,purpose,period_covered,link
DepEd,"January 22, 2023",Form 137,PENDING,For College Requirements,06/01/1998 - 04/30/2002,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTgzNDY4NTQ0NjAzMgw
DOH,"January 22, 2023",Vax Certificate,PENDING,I needed it for work.,09/22/2021 - 01/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MTQ1ODg4NjEzNDEM
DOH,"January 22, 2023",BOOSTER VAccination Certificate,PENDING,international travel as tourist,01/22/2023 - 01/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00ODY3MjU2MDI3NjgM
NPC,"January 22, 2023",Mocha mocha keeps on charging me even I paid for my account already,PENDING,I paid for my account using Gcash but Payso in mocha mocha is still not processing my payment.,12/15/2022 - 01/21/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5QQy0zMDk1MjYyMDM2OTAM
DSWD,"January 22, 2023",The total number of teenage parent in 4th district of laguna,PENDING,Research,01/01/2010 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNzYxODI5MDE0MDg0DA
DSWD,"January 22, 2023",number of abandond children in paranaque city,PENDING,Architectural Thesis,01/22/2023 - 01/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNzc3NTkyMDY5NzA2DA
NBI,"January 22, 2023",To Refund my NBI clearance payment,PENDING,To have my refund on my first payment on NBI clearance. Via gcash (09488845062),01/13/2023 - 01/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0wMDUyMTg5MTM5NjcM
NBI,"January 22, 2023",To Refund my NBI clearance payment,PENDING,To have my refund on my first payment on NBI clearance. Via gcash (09488845062),01/13/2023 - 01/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03ODk3MzczOTU2OTMM
NBI,"January 22, 2023",To Refund my NBI clearance payment,PENDING,To have my refund on my first payment on NBI clearance. Via gcash (09488845062),01/13/2023 - 01/13/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS05ODY5MDI5ODczMjEM
PSA,"January 22, 2023",PhilID Transaction Reference Number,PENDING,To track status of national ID,05/01/2021 - 05/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0wMzEzNjU2MTY2NTgM
