agency,date,title,status,purpose,period_covered,link
DOLE,"February 01, 2023",Unemployment Certification,PENDING,SSS UNEMPLOYMENT BENEFT,09/28/2020 - 01/21/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNzQ3MTI1ODEyNzAwDA
DOJ,"February 01, 2023",CRIMINAL CASE VERIFICATION,PENDING,Verification,02/01/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi01OTM0Njg2MjEzNzIM
AFP,"February 01, 2023",Basic ROTC/CMT Serial Number/Rank,DENIED,School 201 File,03/01/1980 - 05/15/1984,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEFGUC0zNDE0ODUwNjA3NjcM
MMDA,"February 01, 2023","AADT for Quezon City East Avenue, Timog Avenue, Quezon Avenue, and España Boulevard",PENDING,Research for semestral project in Transportation engineering subject,01/31/2022 - 01/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU1NREEtMzY5OTYzNzkxMTcwDA
BIR,"February 01, 2023",BIR form 2316,PENDING,For proof of employment,01/08/2018 - 01/16/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi04MDY3ODQ0NDY2NDQM
LRA,"February 01, 2023",Master of Deed,PENDING,for referrence,02/01/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0xMjUyMjQyOTgxMDgM
DENR,"February 01, 2023","Coordinates of BLLM No. 1, Pls-1044-D, Salcedo E. Samar Cadastre",PENDING,Reference for Settlement of disputes,02/01/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNzc2MTcwNzE5NTQ3DA
LTO,"February 01, 2023",Car owner name based on License Plate Number,ACCEPTED,Car insurance claim,01/03/2023 - 01/17/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy01MTkzNjgzOTAyNjYM
PRC,"February 01, 2023",Board Certificate (Lupon),PENDING,Requirements in agency,01/01/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBSQy0yNDQ4NDk4NjgwNzgM
NTC,"February 01, 2023",Block stolen phone,PENDING,To block my stolen phone,01/28/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01NjE5MjE1MTgwNzkM
DOH,"February 01, 2023",Top 10 Leading Causes of Heart Diseases in CALABARZON,PROCESSING,Architectural Research,02/01/2015 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNDg3ODg3OTE0ODEM
LTO,"February 01, 2023",Owner of Car,ACCEPTED,Need for insurance,01/16/2023 - 01/30/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy04MjU5OTIzNTkzODYM
PSA,"February 01, 2023",Number of digital agencies in the Philippines,PENDING,R&D,01/31/2020 - 01/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02OTA2NzQ3Njg3NTEM
DOH,"February 01, 2023",Vaccine card,SUCCESSFUL,Para sa vaccine card,02/01/2022 - 02/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NTkwNDkzMjc3OTEM
DOTr,"February 01, 2023",Drawing and details of Power Distribution system of MRT 3 (any available),PENDING,Academic research project,01/31/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItMDEzMjE5ODk4MTkzDA
CHED,"February 01, 2023",List of accredited hospitals for internship,PENDING,Internship,02/01/2023 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTE3NjU0MTcwMjE5DA
PSA,"February 01, 2023","Number of Households in Barangay Macamot, Binangonan, Rizal",PENDING,For research and development purposes.,01/01/2021 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01MTQxNjM2NzYxMDAM
PSA,"February 01, 2023",Philippine National ID,PENDING,For tracking my National ID,12/01/2021 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS02ODY3NTUyNTM3MjMM
DENR FMB,"February 01, 2023",List of Bamboo Plantations in Central Luzon,PENDING,Thesis research,01/01/2000 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJGTUItMDQ3OTk0NjE2ODU4DA
NBI,"February 01, 2023",margareth rillo jobless suspect for murder and JobStreet blacklist scammer with PNP criminal record.,PENDING,Police Arrest Blotter Report Permanent Banned Blacklist and suspension for jobless margareth rillo,01/01/2018 - 01/31/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03NTExNjA5NjMwNjAM
