agency,date,title,status,purpose,period_covered,link
DOH,"July 10, 2023",Lost vaccination card,SUCCESSFUL,For my vaccination card,09/21/2003 - 09/21/2003,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wOTIzNTY3Njc5MTIM
SSS,"July 10, 2023",sss,PENDING,Maka register online po kasi gusto ko malaman contibution ko kung nahulugan ba ng dati kung employer,07/10/2023 - 07/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0zMzMyNzgwMDg3NDAM
LMB,"July 10, 2023","Comprehensive land use in Brgy. Sta. Lourdes, Puerto Princesa City, Palawan",PENDING,architectural thesis,07/10/2023 - 07/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMjkyODYxMDI2MjM0DA
LMB,"July 10, 2023","land use plan of Angono, Rizal",PENDING,Architectural thesis,07/10/2023 - 07/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMDI3Njk4OTM2MjAwDA
NTC,"July 10, 2023",Requesting for assistance to track down my phone using IMEI number,PENDING,to find my phone because it was so valuable to me,07/10/2023 - 07/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zNzg3NjczODAwMjMM
CAAP,"July 10, 2023",Building height restrictions for Davao City based on OLS boudaries of CAAP for Davao Airport,PENDING,Additional referance for online discussion on building height restrictions in Davao City.,06/01/2023 - 07/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNBQVAtNjA0OTA4MTUwNTk5DA
PAGASA,"July 10, 2023",Solar Irradiation for a Specific Day in per second Interval,PENDING,Undergraduate Thesis,05/01/2023 - 06/30/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS05MTI4ODMwNTQ5NDQM
BatSU,"July 10, 2023",Architectural thesis,PENDING,for architectural thesis,07/10/2023 - 07/10/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJBVFNVLTg0ODYyODgyMjk3MAw
NTC,"July 10, 2023",Request to know the owner of a mobile number,PENDING,To recover my gcash funds being scammed,07/09/2023 - 07/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MzkyMTI3NzY5NTkM
NTC,"July 09, 2023",Data breach record,PENDING,So that they should stop harrassing or spamming my number and possibly my contacts.,06/01/2023 - 07/09/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0yODY4MTA0NDcwNjkM
