agency,date,title,status,purpose,period_covered,link
BOC,"October 22, 2022",Face masks in Philippines,PENDING,Data Management,01/01/2020 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJPQy04NzE1NDY4MTE3NTYM
PSA,"October 22, 2022",Individualized Records of Cases of Diebeted Mellitus among Pediatric Filipinos (18 years and below),PENDING,Research,01/01/2020 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01ODkzNTgyMjM1NDkM
DOH,"October 22, 2022",Individualized Records of Cases of Diabetes Mellitus (Type 1&2) of Pediatric Filipinos (Below 18yrs),PENDING,Research,01/22/2020 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NTAzNjY1MTMxOTAM
SSS,"October 22, 2022",Reposting/unposted payment,PENDING,Mawala na po sa system na ako po ay may utang pa,07/31/2014 - 07/31/2017,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy04Mjg3MzY3NDU1MzcM
DOH,"October 22, 2022",Vaccine Certificate Missing Booster Shot,PENDING,Requirement work abroad,10/15/2022 - 10/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03ODcwNDg4NjA4MjMM
BUCOR,"October 22, 2022",Request for interview and site visit,PENDING,Research and development for Architectural thesis,01/01/2012 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkJVQ09SLTU5OTkxMjc4NDAyMgw
DOH,"October 22, 2022",NO RECORDS OF BOOSTER ON MY VAXCERT,PENDING,For international travel requirements,10/22/2022 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05ODc1NzYxMDYxNjkM
PSA,"October 22, 2022",Data on Vulnerable Children,PENDING,Architectural Thesis,10/22/2022 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NTcwOTA4MjY1NzMM
DA,"October 22, 2022","Comprehensive Land Use Plan of Guagua, Pampanga",PENDING,for school project,01/01/2021 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTA0MTU1NTE0MjIxMQw
DSWD,"October 22, 2022",Vulnerable Children in the Philippines,PENDING,Architectural Thesis,10/22/2022 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtNTU4Mjc2MzM0MTg2DA
DOLE,"October 22, 2022",wage rates in the Philippines by region year 1990-2020 in Agriculture and Non-agriculture,PENDING,Research,01/01/1990 - 01/01/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtNjc0ODgzMTg1Njk3DA
NBI,"October 22, 2022",dreaded blacklist margareth rillo as SUSPECT KILLER of 77GlobalPH criminal murder case complaint.,PENDING,Lifetime Permanent Banned Blacklist Order for dreaded blacklisted margareth rillo reported in PNP.,01/01/2018 - 10/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS0xMzQzNDA5NzU1ODIM
