agency,date,title,status,purpose,period_covered,link
SEC,"January 24, 2023",OLA harassment,ACCEPTED,Stop OLA harassment and their scam scheme,12/29/2022 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy0yMzY4NDMxNDI1NzYM
NBI,"January 24, 2023",OLA harassment,PENDING,Stop OLA harassment and their scam scheme,12/30/2022 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS01NjA4MjM2MTQyMjMM
BIR,"January 24, 2023",income tax return,PENDING,application of scholarship program,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0zNzY3MDg3OTQ4MjYM
PAGASA,"January 24, 2023","10 yr forecast for rainfall and temperature in San Mateo, Isabela",PENDING,Research,01/01/2022 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0zMjEwMjUxODIwMzAM
LMB,"January 24, 2023","CLUP, CDP, Zoning Plan of Cebu City",PENDING,Architectural Thesis study,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMzg3MDY0MTA2ODkyDA
LMB,"January 24, 2023",BLLM coordinates and map location,PENDING,Research and survey work construction reference.,01/23/2023 - 01/23/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItODE5NDEwMjE1NTU1DA
DepEd,"January 24, 2023",EMOI/MOI - Certificate of English as Medium of Instructions,PENDING,apply for student visa,06/04/2007 - 03/25/2010,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTU2NDY1MTUxMDI3Mgw
NTC,"January 24, 2023",Track Stolen Phone,PENDING,"I want to block my stolen phone, so no one could use it.",01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy01MjA4NzcxNTQyNjUM
LTO,"January 24, 2023",LTO Memorandum Circular No. 2017-2078,PENDING,Research,01/01/2017 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy00Nzc4NjE1MDc3NjIM
CHED,"January 24, 2023",TOR Request from a Closed College,PENDING,Requirement for Graduation,06/01/2013 - 11/30/2013,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMzAxMzExODA3MTUwDA
DepEd,"January 24, 2023",Alternative learning system diploma or certificate copy,PENDING,Requirements for applying job,06/12/2008 - 09/12/2008,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTQ5NDQ3MDEwMDE0NAw
BIR,"January 24, 2023",1904 Verified,DENIED,Pag ibig housing loan,11/21/2007 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi02OTE5MjM2NjY1MjYM
NBI,"January 24, 2023",Criminal or civil cases filed against a person,PENDING,Public records for cases to establish the real identity of the person,01/01/2016 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS00NzU2NTc3NjQ1MDYM
DOH,"January 24, 2023",CRESILDA CANTUTAY,SUCCESSFUL,to have and update in my vaccine certifcate information,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC02MTQzMzY5OTg2NjcM
DepEd,"January 24, 2023",NAT Results in Albay for 2015-2019,PENDING,Research,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTY5Nzc0MjI0MjUwNQw
NTC,"January 24, 2023",Please Track or Block my lost phone,PENDING,To find my phone,01/03/2023 - 01/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zMTI2OTI5NDA3NjgM
PAGASA,"January 24, 2023",Monthly Air Pollutant Concentration,PENDING,Research,12/01/2011 - 11/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS04MDcxNzI3MzU5ODQM
DOH,"January 24, 2023","The number of reported cases of Type 2 Diabetes Mellitus among Adults in Tondo, Manila",ACCEPTED,Undergraduate Thesis,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MzM3Mzg0NzU5NTMM
PSA,"January 24, 2023","The number of reported cases of Type 2 Diabetes Mellitus among Adults in Tondo, Manila",PENDING,Undergraduate Thesis,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xNzAxNjgxNjE3MDYM
DOH,"January 24, 2023",Statistics of Lung Related Diseases in Northern Luzon,ACCEPTED,Architectural Research,01/24/2013 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNTkzOTM0NzA0ODcM
NTC,"January 24, 2023",Track my lost phone (POCO F3) if possible,PENDING,Track my lost phone (POCO F3),01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy02NTk1NzE5MjQ0NTkM
BLGF,"January 24, 2023",Latest Revenue Ordinance for City of Paranaque and schedule of fees for business permit,DENIED,For research,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJMR0YtOTA2OTgwNzczNTg0DA
MWSSCO,"January 24, 2023","Daily water consumption per household in Banaba in San Mateo, Rizal",AWAITING CLARIFICATION,Undergraduate research,01/01/2017 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE01XU1NDTy01NTgzNjg5MzU2MzcM
PNP,"January 24, 2023",Harrasment and grave threat and posting of picture on social media,PENDING,Shut down this lending corp.,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC01ODU3MjYwNjc0MTMM
DOH,"January 24, 2023",Wrong Birthdate on my vaccination card,SUCCESSFUL,Please help me change my vax certificate correct information,01/05/2023 - 01/05/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NTMxNjgyMTM1OTcM
PCAARRD,"January 24, 2023",Factors of Harmful Algal Bloom Production in REGION XI,AWAITING CLARIFICATION,Research and Development,01/01/2020 - 01/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFFBDQUFSUkQtNTEzNTM0NjMxNDg3DA
HDMF,"January 24, 2023",Unsaved MP2 Account Number,PENDING,For savings purposes,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUhETUYtNTQyNTYxODA2MjIxDA
BIR,"January 24, 2023",Deductibility of Final Withholding VAT,PENDING,VAT Reporting,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi05MTk4MDU0MjQ2NjgM
PAGASA,"January 24, 2023","Request for Dataset of Daily Flood levels at Science Garden, Sangley Point, Point Area, and NAIA",PENDING,Undergraduate Thesis for Computer Science,01/01/2010 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS05MDc2Mzk4MjA5NTUM
LTO,"January 24, 2023",Drivers License Certification,PENDING,To take foriegn drivers license,12/03/2018 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0wMzE5MDM4ODIzMTMM
LTO,"January 24, 2023",Total number of registered vehicles by region,PENDING,Research and development,12/01/2022 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy0xNjM5NjQ5NDIyNjAM
SSS,"January 24, 2023",Salary Loan - DISBURSEMENT THRU THE BANK - G,PENDING,Follow up - Transaction number : SLMW2452023011982315,01/21/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02NDAyNzA3MDA5ODcM
DOH,"January 24, 2023",Vaccination Certificate,SUCCESSFUL,international travel,07/21/2021 - 01/06/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zNzEyOTQ2MjEyNzAM
DOJ,"January 24, 2023",Criminal Case Verification,PENDING,Criminal Case Verification,01/24/2022 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSi03Njc5ODY5NTU5ODgM
DepEd,"January 24, 2023",NAT Results in Albay for 2015-2019,PENDING,Research,01/24/2023 - 01/24/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTY5Nzc0MjI0MjUwNQw
NTC,"January 24, 2023",Please Track or Block my lost phone,PENDING,To find my phone,01/03/2023 - 01/07/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zMTI2OTI5NDA3NjgM
PAGASA,"January 24, 2023",Monthly Air Pollutant Concentration,PENDING,Research,12/01/2011 - 11/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS04MDcxNzI3MzU5ODQM
