agency,date,title,status,purpose,period_covered,link
PSA,"February 22, 2023","The number of females in the Philippines, Central Visayas, Cebu, and Cebu City",PENDING,Undergrad Thesis,01/01/2021 - 02/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNjczMTE5NjI0NjgM
BIR,"February 22, 2023",No income report,PENDING,Reference,01/01/2022 - 12/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0yMTgwNTMxODAyNjYM
SSS,"February 22, 2023",Sss member loan restructure,PENDING,Request for installment payment on sss calamity loan.,03/22/2020 - 02/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy03NDQzOTc2ODAxOTkM
DOH,"February 22, 2023",1st dose is missing.,PENDING,Getting my vax certificate for travel purposes.,10/04/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MjI2NjA2NTc4OTEM
DOH,"February 22, 2023",Update on Vaxcert,PENDING,International travel,01/20/2023 - 02/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNTQ3ODkyOTIxNTYM
DOH,"February 22, 2023",VAX CERTIFICATION REQUEST,SUCCESSFUL,I need this for travel use and work abroad. Please help me to update my record. Thanks.,02/22/2023 - 02/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MDIwODk0NTc1NDAM
DBM,"February 22, 2023",2023 budget of Kalinga,PENDING,Research and development,01/01/2022 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS01ODYwMzA1MTc1NTcM
DOH,"February 22, 2023",Correction in my surname,SUCCESSFUL,For vaxcert,08/03/2021 - 01/09/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04ODgxMzA5NTEzMzkM
TESDA,"February 22, 2023",The number of graduates in the field of garments and fashion design industry in Province of Bataan,PENDING,Architectural Thesis,01/01/2015 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiElRFU0RBLTIyOTM2Nzk1NzE1Mgw
DOF,"February 22, 2023",2023 budget of Kalinga,REFERRED,Research and development,01/01/2022 - 02/01/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRi0yMDQ0ODU5NTgyOTAM
NTC,"February 22, 2023",Stolen/lost phone,PARTIALLY SUCCESSFUL,To blocked my stolen phone,02/21/2023 - 02/21/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00ODU5Mzk0MjgwMzAM
NTC,"February 22, 2023",Memorandum Circufar (MC) No. 01-05-2019,PENDING,unlocking device,02/22/2023 - 02/22/2023,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy0zMjk0NzY2NjkyMjgM
