agency,date,title,status,purpose,period_covered,link
NHA,"September 25, 2022",Housing loan for solo parent,PENDING,Interesadong magapply,08/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5IQS00MTQ2OTk4MDEyMjYM
CIC,"September 25, 2022",CREDIT REPORT,PENDING,Monitoring for Fraud and Identity Theft.,09/25/2010 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENJQy02MTk3Mzg1MTczMDMM
DOH,"September 25, 2022",Vaxx Certificate Change Surname,PENDING,for my exam to be same with my other documents,09/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03MzMwMjkyMjIyMjUM
PCOO,"September 25, 2022",copy of your Agency Records Disposition Schedule,PENDING,for references,09/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDT08tNjY4NjQ2ODg4OTA1DA
NAP,"September 25, 2022","Electronic Records Management Schedule, (RDS)Compliance to National Archives of the Philippines",PENDING,for references,09/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5BUC05MDk0MzYxMDIyMTcM
DepEd,"September 25, 2022",Educational.Assistance,PENDING,Research,08/27/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTQ4MjczMTMzMTc3Mgw
DSWD,"September 25, 2022",Educational Cash Assistance,PENDING,Seek Assistance from AICS,08/27/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtODUwOTEyNTcxMjYzDA
PNP,"September 25, 2022",Crime Rate in the last five years,PENDING,Architectural Thesis,09/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC01NzMwNjA4ODk5NTEM
LRA,"September 25, 2022",Transfer Certificates of Title,PENDING,Research and case build up,05/01/1991 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS00NjI0MjQ4Nzk0NjMM
NPO,"September 25, 2022","Judicial Form Nos. 109 & 109-D (Revised: June, 1945); September, 1954); January 31, 1975) & 1977)",PENDING,For Due Diligence,06/01/1945 - 12/31/1977,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5QTy04MTk4MTkyOTcyODgM
DFA,"September 25, 2022",passport application,PENDING,for dfa requirements,09/24/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERGQS0yMDA2MzAzMzA4NzQM
JJWC,"September 25, 2022",CILC and Children at Risk Statistic in Angeles Pampanga,PENDING,Research Study,09/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtMzA3NDI3NTMxMzMwDA
NBI,"September 25, 2022",DAILY-MALLS SCAM PLATFORM,PENDING,To stop this site from scamming more people.,09/14/2022 - 09/22/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03NzkyMzE0NTE5OTEM
DENR EMB,"September 25, 2022",Comprehensive Land Use Plan of Manila District 5,PENDING,Architectural Research,09/25/2022 - 09/25/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJFTUItMzk2NjI0MTkwNzY3DA
DOLE,"September 24, 2022",Number of Business Establishments in the Philippines per region,PENDING,Undergraduate Thesis,01/01/2015 - 01/01/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMDE1NTkyNzgzMTE4DA
DOLE,"September 24, 2022",Data Analysis of unemployment in the Philippines,PENDING,Undergraduate Thesis,01/01/2015 - 01/01/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtMjg0NjYxMjU3NzUxDA
DENR,"September 24, 2022","River Discharge and Geometric Data of Paombong River, Bulacan",PENDING,Undergraduate Thesis,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItNDQ1MDc5MTAzNTM0DA
GSIS,"September 24, 2022",Meralco Stock Certificate under GSIS Stock Purchase Financing Program (SPFP),PENDING,Physical possession of Meralco stock certificate,01/01/1990 - 01/01/2002,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUdTSVMtMDMzOTEzMDQ4MTc3DA
LMB,"September 24, 2022","Comprehensive Land Use Plan and Comprehensive Development Plan of brgy, Catagman, Samal Island.",PENDING,Undergraduate Thesis,09/24/2016 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItNjE3MjkzNDQzNTM4DA
DOT,"September 24, 2022",Dataset of Tourists that visits the Philippines,PENDING,Undergraduate Thesis,01/01/2016 - 01/01/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC04Mzg4NTI0MTU4OTAM
JJWC,"September 24, 2022",Site Criteria for Youth Care Homes or Bahay Pag-asa,PENDING,Undergraduate Thesis,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtMTcyMTIxNTY0NDA4DA
DSWD,"September 24, 2022",Site Selection Criteria for Youth Care Homes in the Philippines,PENDING,Undergraduate Thesis,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURTV0QtMDYzNDIyODM0OTY1DA
DTI,"September 24, 2022",List of Barangay Micro-Business Enterprises in Legazpi,PENDING,Master's thesis,01/01/2022 - 06/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS05MjQ0NjY1ODUyNzEM
UsaP,"September 24, 2022",Issue on my request with a tracking no: #USAP-007030784244 (No attached file),PENDING,Research and Development,01/01/2022 - 08/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtODYxODA2MzgwOTczDA
NAMRIA,"September 24, 2022","Request for Digital Terrain Model (DTM) of Tanza, Navotas City",PENDING,Research Study/ Capstone Research,01/20/2021 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyJAsSB0NvbnRlbnQiF0RFTlJOQU1SSUEtOTYzMjg0OTg3MDkzDA
PSA,"September 24, 2022","Age and Sex Specific Population of Sampaloc, Manila.",PENDING,Feasibility study,01/01/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yMTI1NjczMDkzMzUM
PCSO,"September 24, 2022",Request for Laptop,PENDING,Studies and Extra Income,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMzMyOTczMTQ4ODgwDA
DOH,"September 24, 2022",Number of Reported Dengue cases in Davao City per District,PENDING,Thesis,06/30/2018 - 06/30/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNjQ1MDYxMDczNjcM
DOH,"September 24, 2022",TOP 10 REASONS FOR HOSPITALISATION IN PHILIPPINES,PENDING,Academic Research,09/24/2020 - 09/24/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zOTc4MjA5MzI0OTIM
LTO,"September 24, 2022",Serial number of drivers license,PENDING,Renewal,02/15/2018 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExUTy04MjAwNjQxODM4MDYM
DOH,"September 24, 2022",FOI of 727 cases in Covid from September 5 to 11 of 2022,PENDING,Transparency and research,09/05/2022 - 09/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMTgwODM3MTM0NDkM
DOH,"September 24, 2022",Prevalence of Hepatitis C,PENDING,Research Study,01/01/2021 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMDQwOTU2NjQ4NDMM
DENR,"September 24, 2022",Bayanan and Balimbing Rivers in Muntinlupa City,PENDING,For my Architectural Capstone/Thesis,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItODM4NjMyMTM3MDMwDA
DOH,"September 24, 2022",FOI on 727 Cases from September 5 to 11 of 2022,PENDING,Transparency and research,09/05/2022 - 09/11/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05MTAxMzEzMDQzODAM
PVAO,"September 24, 2022",Military service record for PA veteran during WWII,PENDING,Possible military academy admission,04/23/1912 - 04/26/1998,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBWQU8tMDM2NzQ0MTc1OTc3DA
DOE,"September 24, 2022",Average Power of Iligan City,PENDING,Research and Development,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS00MTQ4MDk5Nzc1MTgM
LMB,"September 24, 2022","Comprehensive land Use Plan (CLUP) of Municipality of Sariaya, Quezon",PENDING,Architectural Thesis,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMzk1NzgzMDEzNzM1DA
LLDA,"September 24, 2022",The water pollution level of the rivers in Muntinlupa City,PENDING,For my Architectural Capstone/Thesis purposes,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIgsSB0NvbnRlbnQiFURFTlJMTERBLTk2NzczODg5NDYzNww
PNP,"September 24, 2022",Certificate of Legal Benificiary and Decree of Entitlement,PENDING,Requirements for upating and transmission to National Police Commission,10/16/2017 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC0xNjU3MTAwNDUzNjQM
PNP,"September 24, 2022",statistics of drug dependents and cases,PENDING,thesis,09/24/2022 - 09/24/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBOUC05MzY5NTE2MDM2NzAM
