agency,date,title,status,purpose,period_covered,link
CIC,"June 15, 2022",Credit Report of Zeane Pitoy,PENDING,To know my credit score,06/01/2021 - 06/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENJQy0yOTg1NzM4NDg4OTcM
NBI,"June 15, 2022",Buy and sell scammed,PENDING,To return my money and to know the person behind,05/29/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS03NTg4OTI1NDUyMTUM
CLWD,"June 15, 2022",Ralph Valentin Estrada,PENDING,Requirements sa trabaho,08/17/2021 - 11/13/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNMV0QtNjEwNzAwMzI5NTgzDA
DOH,"June 15, 2022",Medical assistance for my mother’s diabetic foot surgery and treatment.,PENDING,Medical assistance for diabetic foot surgery and bills that will be covered.,06/14/2022 - 06/15/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xMTcxMzg0NDI0MjAM
AFP,"June 15, 2022",Rotc serial number retrival,PENDING,I would like to apply for Army Reservist,06/15/2013 - 03/15/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEFGUC04Nzk0MDQ5NjE3MTYM
JRMSU,"June 15, 2022",Army rotc serial number,PENDING,I would like to apply for philippine army reservist,06/15/2013 - 03/15/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkpSTVNVLTUxODYyMzc2MzI4NAw
GSIS,"June 14, 2022",FOLLOW UP ON MY LWOB APPLICATION,PENDING,LWOB APPLICATION,04/06/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUdTSVMtNTkwNTg3NzE2MDI1DA
DepEd,"June 14, 2022",NCAE SY. 2018-2019 Result,PENDING,College Requirements,12/13/2018 - 04/15/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTM5OTkyMDI5NDgwMgw
DOLE,"June 14, 2022",Reporting Coordinator and Agency dahil Delay ang sahod at bastos na coordinator,PENDING,Upang matulungan ang kapwa ko empleyado at mabigyan ng aksyon lalu na ang bastos na coordinator.,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPTEUtODY2MzgyMzcyMTU0DA
DILG,"June 14, 2022",Comprehensive Development Plan of Ilocos Sur,PENDING,For situational analysis and project planning and implementation as requirement for MPH in UPM,01/01/2017 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURJTEctMDEzODI4Mjc5ODE5DA
DOT,"June 14, 2022",List of ANAHAW certification awardees in Cavite,PENDING,Research Study,06/14/2018 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPVC05MTQ0ODc5NjQ5NjgM
DTI,"June 14, 2022","The number of registered blind massage therapy businesses in Cebu City, Mandaue City, and Lapu-Lapu",PENDING,Research,01/01/2015 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0wMjI2NzgyOTg0NjAM
DENR,"June 14, 2022",Industrial Waste Disposal in Ilocos Sur,PENDING,Research and for Masters thesis,01/01/2016 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURFTlItMTE2MDgxNzc1NzA0DA
POPCOM,"June 14, 2022",no. of teenage pregnancy in Ilocos Sur,PENDING,Research,01/01/2016 - 01/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BPUENPTS0yODMzNzMyOTE3NTUM
DOH,"June 14, 2022",FHSIS for Ilocos Sur,PENDING,Research,01/01/2019 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NzQzNjcyMDk0MzIM
DOH,"June 14, 2022",LGU Scorecard of Ilocos Sur,PENDING,Research and Master's Thesis,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zNDQxMDE0NTIwNjgM
NAPOLCOM,"June 14, 2022",Bina blockmail ako ng Lending company na inutangan ko,PENDING,Matukoy at mapasara yung 24H peso sobra ang pang blockmail nila sakin.,05/11/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIgsSB0NvbnRlbnQiFU5BUE9MQ09NLTE4NTkxMjQ5MTQ1Ngw
CHED,"June 14, 2022",Data of Enrolled Students in Universities in Manila City,PENDING,Undergraduate Research Paper Completion,10/01/2021 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtOTc5NzI2OTE0NzY3DA
NTC,"June 14, 2022",Block my Number that has been Stolen,PENDING,To stop using my identity,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy00MjkyOTM0MTcwMjIM
DepEd,"June 14, 2022",High School Diploma,PENDING,For legal purpose. For work requierments.,12/11/1997 - 02/12/1998,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTk0NDY4NDU2Njc0NAw
BIR,"June 14, 2022",Income Tax Return - 2021,PENDING,supplemental documents for the enrolment of my child,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0yNzc5MzMzMzU0MjgM
LRA,"June 14, 2022",REQUESTING CADASTRAL PLAN MAP,PENDING,For Land Titling applicarion,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEExSQS0wODE2NDc2MTU0MzAM
DOH,"June 14, 2022",Vaccination Certificate,PENDING,School purposes,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01OTYwMjcyMTI5OTIM
DOH,"June 14, 2022",Vaccination Certificate with QR Code,PENDING,Work,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01ODM2ODc1NzM3OTUM
IC,"June 14, 2022",VUL RESULT AUGUST 2016,PENDING,For reference,08/01/2016 - 08/31/2016,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTM4Nzg5NjMwODgxOQw
PSA,"June 14, 2022",2020 Population by Age Group of every city in Metro Manila,PENDING,Research and Academic Purposes,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0yNjI3NzgyMTMyNTEM
DOH,"June 14, 2022",Vaxcert,PENDING,For correction of middle name in vaxcert,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNjA0NjQ3MjI5MjcM
NBI,"June 14, 2022",HARASSMENT/DEATH THREATS FROM ONLINE LENDING APP,PENDING,TO PROTECT ME AND MY WHOLE FAMILY,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS00OTg1MTg2MzY3MzMM
SEC,"June 14, 2022",Requirements and Rules for one owner corporation,PENDING,Business,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNFQy01OTU4NzQ1Njk1MjAM
DOH,"June 14, 2022",Vaxcert,PENDING,Change my Lot# of my 2nd dose at Vaxcert,11/05/2021 - 11/05/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNTQxOTcxODgxNDYM
PCSO,"June 14, 2022",Medical and Surgery Assistance,PENDING,Medical and Surgery Assistance,06/07/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tMTkxMTU2ODQ1MTI4DA
DBM,"June 14, 2022",Update on the Status of My NOSCA,PENDING,Update of the Status Of my NOSCA,11/07/2021 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS03MzQ2NzE1Nzk0NTQM
NBI,"June 14, 2022",Possible Identity Theft,PENDING,Reporting and help needed,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5CSS02Nzg2NDQzMTEwNzUM
OVP,"June 14, 2022",Expenses on the Bayanihan E-Konsulta,PENDING,For transparency purposes,03/28/2021 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC04MzM0MzE1OTM2ODkM
OVP,"June 14, 2022",Sworn SALN of Vice President Leni G. Robredo,PENDING,For transparency purposes,06/30/2016 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC01NzQ2NTk3NTQyNzIM
BIR,"June 14, 2022",Tax Exemption Certificate for OFW,PENDING,Scholarship requirement,06/14/2022 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0xNzY4NTM5MDIzMzgM
PSA,"June 14, 2022",The city that has the highest senior citizen population,PENDING,Research/Thesis,01/14/2020 - 06/14/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS01MjY2OTM4MzI5NjcM
CAAP,"June 14, 2022",Organizational Chart,PENDING,Architectural Research,05/01/2020 - 05/31/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNBQVAtMzE3NDg1MzI0ODQ4DA
CHED,"June 14, 2022",transcript of recor,PENDING,for my legal purpose,06/01/2000 - 06/01/2003,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUNIRUQtMTg0MjAxNTAyMzM1DA
UPLB,"June 14, 2022",List of Graduates,PENDING,For filing of application for the licensure exam for teachers (LET),04/23/2005 - 04/23/2005,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVQTEItNjMwNzc4NDQzODAyDA
